kol_name,ticker,sector,sentiment,confidence,prediction_time,video_id,title,company,sentiment_score
Invest with Henry,META,Communication Services,negative,1.0,2024-08-01 22:17:54+00:00,QflccIcTaqk,"Learn to Sell Put Options for $10,000 Monthly Passive Income",Meta Platforms,0.0
Invest with Henry,PYPL,Financials,positive,1.0,2024-08-01 22:17:54+00:00,QflccIcTaqk,"Learn to Sell Put Options for $10,000 Monthly Passive Income",PayPal,0.8
Invest with Henry,GS,Financials,positive,1.0,2024-08-01 22:17:54+00:00,QflccIcTaqk,"Learn to Sell Put Options for $10,000 Monthly Passive Income",Goldman Sachs,0.1
Invest with Henry,GS,Financials,negative,0.9,2024-08-01 20:00:07+00:00,KxpiRm5SIrU,What to do if your short option goes ITM?,Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-07-31 20:40:59+00:00,IuC4UbaXORY,Make 10% Monthly on Small Accounts With This Covered Call Options Strategy,Nvidia,0.9
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-07-31 20:40:59+00:00,IuC4UbaXORY,Make 10% Monthly on Small Accounts With This Covered Call Options Strategy,Amazon,0.5
Invest with Henry,WMT,Consumer Staples,negative,0.9,2024-07-31 20:40:59+00:00,IuC4UbaXORY,Make 10% Monthly on Small Accounts With This Covered Call Options Strategy,Walmart,0.0
Invest with Henry,PYPL,Financials,negative,0.9,2024-07-31 20:40:59+00:00,IuC4UbaXORY,Make 10% Monthly on Small Accounts With This Covered Call Options Strategy,PayPal,0.0
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Nvidia,-0.6
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Microsoft,0.8
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Amazon,0.8
Invest with Henry,AVGO,Information Technology,positive,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Broadcom,0.7
Invest with Henry,GS,Financials,negative,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Goldman Sachs,0.0
Invest with Henry,MCD,Consumer Discretionary,positive,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,McDonald's,0.9
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Starbucks,0.3
Invest with Henry,KHC,Consumer Staples,positive,0.9,2024-07-30 22:25:08+00:00,i551wh49er0,What Tesla and Nvidia did? Crash protection! ASAP!,Kraft Heinz,0.5
Invest with Henry,KHC,Consumer Staples,negative,1.0,2024-07-25 16:20:46+00:00,SXd-v1z5AY8,Options Trading for Beginners FULL FREE COURSE (4 Hours),Kraft Heinz,0.0
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-07-25 16:20:46+00:00,SXd-v1z5AY8,Options Trading for Beginners FULL FREE COURSE (4 Hours),Starbucks,0.8
Invest with Henry,GS,Financials,negative,0.9,2024-07-24 23:25:52+00:00,yZRYS590Di0,Palantir Wheel Income Strategy,Goldman Sachs,0.0
Invest with Henry,SBUX,Consumer Discretionary,positive,0.8,2024-07-24 23:25:52+00:00,yZRYS590Di0,Palantir Wheel Income Strategy,Starbucks,0.2
Invest with Henry,MCD,Consumer Discretionary,positive,0.8,2024-07-24 23:25:52+00:00,yZRYS590Di0,Palantir Wheel Income Strategy,McDonald's,0.2
Invest with Henry,AVGO,Information Technology,positive,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Broadcom,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Nvidia,0.7
Invest with Henry,BAC,Financials,negative,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Bank of America,0.0
Invest with Henry,INTC,Information Technology,positive,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Intel,0.5
Invest with Henry,WMT,Consumer Staples,negative,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Walmart,0.0
Invest with Henry,PYPL,Financials,negative,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,PayPal,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-07-17 21:14:08+00:00,MnDxRlWOwss,Urgent: AVGO Stock,Amazon,0.0
Invest with Henry,IBM,Information Technology,negative,1.0,2024-07-15 18:00:16+00:00,X-PuZQkqG1s,How to Make $10K Per Month and Retire on SPY (Step by Step),IBM,0.0
Invest with Henry,MSFT,Information Technology,negative,1.0,2024-07-15 18:00:16+00:00,X-PuZQkqG1s,How to Make $10K Per Month and Retire on SPY (Step by Step),Microsoft,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-07-15 18:00:16+00:00,X-PuZQkqG1s,How to Make $10K Per Month and Retire on SPY (Step by Step),Goldman Sachs,0.0
Invest with Henry,NFLX,Communication Services,negative,1.0,2024-07-15 18:00:16+00:00,X-PuZQkqG1s,How to Make $10K Per Month and Retire on SPY (Step by Step),Netflix,0.0
Invest with Henry,AVGO,Information Technology,positive,0.95,2024-07-15 15:22:01+00:00,Cbf_Nl1AXnA,3 Stocks Congress Members Can’t Stop Buying,Broadcom,0.85
Invest with Henry,COIN,Financials,positive,0.9,2024-07-15 15:22:01+00:00,Cbf_Nl1AXnA,3 Stocks Congress Members Can’t Stop Buying,Coinbase,0.3
Invest with Henry,ABNB,Consumer Discretionary,positive,0.9,2024-07-15 15:22:01+00:00,Cbf_Nl1AXnA,3 Stocks Congress Members Can’t Stop Buying,Airbnb,0.7
Invest with Henry,UBER,Industrials,negative,0.8,2024-07-15 15:22:01+00:00,Cbf_Nl1AXnA,3 Stocks Congress Members Can’t Stop Buying,Uber,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-07-15 15:22:01+00:00,Cbf_Nl1AXnA,3 Stocks Congress Members Can’t Stop Buying,Amazon,0.9
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-07-13 18:40:14+00:00,81dsgvR5T3Y,URGENT: Market Reset Incoming,Microsoft,0.7
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-07-13 18:40:14+00:00,81dsgvR5T3Y,URGENT: Market Reset Incoming,Amazon,0.8
Invest with Henry,UBER,Industrials,negative,0.9,2024-07-13 18:40:14+00:00,81dsgvR5T3Y,URGENT: Market Reset Incoming,Uber,-0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-07-13 18:40:14+00:00,81dsgvR5T3Y,URGENT: Market Reset Incoming,Nvidia,0.9
Invest with Henry,PYPL,Financials,positive,0.9,2024-07-13 18:40:14+00:00,81dsgvR5T3Y,URGENT: Market Reset Incoming,PayPal,0.8
Invest with Henry,UBER,Industrials,negative,1.0,2024-07-12 22:20:14+00:00,fszLacO2K44,I'm Buying Tesla AND Palantir Stock (Here's Why),Uber,-0.5
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-07-04 21:00:34+00:00,oBOD0M_6jEk,OPTIONS - The Only 7 Basics You MUST Know,Nvidia,0.8
Invest with Henry,BAC,Financials,negative,1.0,2024-07-04 21:00:34+00:00,oBOD0M_6jEk,OPTIONS - The Only 7 Basics You MUST Know,Bank of America,0.0
Invest with Henry,IBM,Information Technology,negative,1.0,2024-07-03 15:39:16+00:00,nbrFFqy3et8,"$130,000 Palantir Position News",IBM,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-07-03 15:39:16+00:00,nbrFFqy3et8,"$130,000 Palantir Position News",Amazon,0.0
Invest with Henry,MSFT,Information Technology,negative,1.0,2024-07-03 15:39:16+00:00,nbrFFqy3et8,"$130,000 Palantir Position News",Microsoft,0.0
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-07-03 15:39:16+00:00,nbrFFqy3et8,"$130,000 Palantir Position News",Nvidia,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-06-27 18:22:27+00:00,fPaAQhz2BGw,PRO Options Trader Ranks The Top Trading Strategies,Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-06-25 23:28:09+00:00,NWb4agPiRlc,"If I Wanted to Go From Broke to $5M, Here’s What I’d Do (PROOF)",Amazon,0.8
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-06-25 23:28:09+00:00,NWb4agPiRlc,"If I Wanted to Go From Broke to $5M, Here’s What I’d Do (PROOF)",Microsoft,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-06-25 23:28:09+00:00,NWb4agPiRlc,"If I Wanted to Go From Broke to $5M, Here’s What I’d Do (PROOF)",Nvidia,0.7
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-06-25 23:28:09+00:00,NWb4agPiRlc,"If I Wanted to Go From Broke to $5M, Here’s What I’d Do (PROOF)",Walmart,1.0
Invest with Henry,PYPL,Financials,positive,1.0,2024-06-25 23:28:09+00:00,NWb4agPiRlc,"If I Wanted to Go From Broke to $5M, Here’s What I’d Do (PROOF)",PayPal,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-06-24 21:59:03+00:00,GtFZtJ_36VM,Revealed IMPORTANT Trade Hack!,Nvidia,0.9
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),Microsoft,0.9
Invest with Henry,GS,Financials,negative,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),Goldman Sachs,0.0
Invest with Henry,BRK.B,Financials,negative,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),Berkshire Hathaway,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),Amazon,0.9
Invest with Henry,PYPL,Financials,positive,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),PayPal,0.7
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-06-15 22:35:40+00:00,vhiBxjJIWM8,Watch Millionaire Trader Sell Puts Live! (Selling put options for beginners),Starbucks,0.6
Invest with Henry,GS,Financials,negative,1.0,2024-06-14 21:11:10+00:00,b6lncrmvMWM,10X Your Money Using These CHEAP Option Trading Strategy,Goldman Sachs,0.0
Invest with Henry,PLTR,Information Technology,positive,1.0,2024-06-14 21:11:10+00:00,b6lncrmvMWM,10X Your Money Using These CHEAP Option Trading Strategy,Palantir Technologies,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-06-14 21:11:10+00:00,b6lncrmvMWM,10X Your Money Using These CHEAP Option Trading Strategy,Nvidia,1.0
Invest with Henry,ABNB,Consumer Discretionary,positive,1.0,2024-06-14 21:11:10+00:00,b6lncrmvMWM,10X Your Money Using These CHEAP Option Trading Strategy,Airbnb,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-06-12 15:25:30+00:00,1eHUjwOEqkk,Top 5 Stocks I'm Buying Right Now for HUGE Growth,Nvidia,0.9
Invest with Henry,META,Communication Services,positive,1.0,2024-06-12 15:25:30+00:00,1eHUjwOEqkk,Top 5 Stocks I'm Buying Right Now for HUGE Growth,Meta Platforms,0.9
Invest with Henry,UBER,Industrials,negative,1.0,2024-06-12 15:25:30+00:00,1eHUjwOEqkk,Top 5 Stocks I'm Buying Right Now for HUGE Growth,Uber,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-06-12 15:25:30+00:00,1eHUjwOEqkk,Top 5 Stocks I'm Buying Right Now for HUGE Growth,Goldman Sachs,0.0
Invest with Henry,PLTR,Information Technology,positive,1.0,2024-06-08 21:45:35+00:00,WuNN1PNvNCk,"PLTR: Wheel Strategy, Selling Puts and Covered Calls",Palantir Technologies,1.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-06-08 21:45:35+00:00,WuNN1PNvNCk,"PLTR: Wheel Strategy, Selling Puts and Covered Calls",Nvidia,0.8
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-06-08 21:45:35+00:00,WuNN1PNvNCk,"PLTR: Wheel Strategy, Selling Puts and Covered Calls",Microsoft,0.7
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-06-07 23:59:02+00:00,M8RZ_hx1uBQ,How to Make Money Buying Put Options for Beginners,Starbucks,-0.8
Invest with Henry,NVDA,Information Technology,positive,0.9,2024-06-05 14:04:53+00:00,jtZHaS1F1ls,My Top Tips for Trading Options on Robinhood in 2024,Nvidia,0.8
Invest with Henry,NVDA,Information Technology,positive,0.9,2024-05-27 18:38:46+00:00,cAjyUvGb6qg,Palantir Urgent: Do This Immediately,Nvidia,0.2
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-05-27 18:38:46+00:00,cAjyUvGb6qg,Palantir Urgent: Do This Immediately,Amazon,0.7
Invest with Henry,MSFT,Information Technology,positive,0.9,2024-05-27 18:38:46+00:00,cAjyUvGb6qg,Palantir Urgent: Do This Immediately,Microsoft,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-05-23 23:37:45+00:00,eXTscWLM2Xs,Buying Call Options Explained Simple,Nvidia,1.0
Invest with Henry,GS,Financials,negative,1.0,2024-05-23 23:37:45+00:00,eXTscWLM2Xs,Buying Call Options Explained Simple,Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-05-22 21:47:48+00:00,h-1sVxdK880,"$4,500/mo Spread Trading (Small Account)",Amazon,-0.3
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-05-22 21:47:48+00:00,h-1sVxdK880,"$4,500/mo Spread Trading (Small Account)",Starbucks,0.3
Invest with Henry,KHC,Consumer Staples,positive,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Kraft Heinz,0.7
Invest with Henry,GS,Financials,negative,0.9,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Goldman Sachs,0.0
Invest with Henry,T,Communication Services,positive,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,AT&T,0.5
Invest with Henry,VZ,Communication Services,positive,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Verizon,0.5
Invest with Henry,BAC,Financials,positive,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Bank of America,0.8
Invest with Henry,BRK.B,Financials,positive,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Berkshire Hathaway,0.3
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-05-16 18:29:23+00:00,giYniDkBd7Q,Top 5 Covered Call Stocks Now for 2024,Nvidia,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-05-14 10:12:56+00:00,W2YfJaYNd9E,Rolling Options on Robinhood Invest with Henry,Amazon,0.6
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-05-12 19:21:04+00:00,9hm3rWC9eh0,Palantir: obvious trade.,Nvidia,0.8
Invest with Henry,GS,Financials,positive,1.0,2024-05-12 19:21:04+00:00,9hm3rWC9eh0,Palantir: obvious trade.,Goldman Sachs,0.3
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-05-10 21:36:15+00:00,ctxYEF4Y2C0,Palantir. Do This Now!,Amazon,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-05-10 21:36:15+00:00,ctxYEF4Y2C0,Palantir. Do This Now!,Nvidia,0.7
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-05-07 16:15:53+00:00,F9tWmpAgJd4,Buy Call Options Tutorial on Robinhood with Strategy,Starbucks,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-05-07 16:15:53+00:00,F9tWmpAgJd4,Buy Call Options Tutorial on Robinhood with Strategy,Goldman Sachs,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-05-04 16:03:52+00:00,YsbOiSiNYbQ,SPY - How to Profitably Trade it,Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-05-04 16:03:52+00:00,YsbOiSiNYbQ,SPY - How to Profitably Trade it,Amazon,0.0
Invest with Henry,MSFT,Information Technology,negative,1.0,2024-05-04 16:03:52+00:00,YsbOiSiNYbQ,SPY - How to Profitably Trade it,Microsoft,0.0
Invest with Henry,JNJ,Health Care,negative,1.0,2024-05-04 16:03:52+00:00,YsbOiSiNYbQ,SPY - How to Profitably Trade it,Johnson & Johnson,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,0.9,2024-04-30 21:44:43+00:00,nX_Gvk6I9i4,"Selling Put Options For $10,000/mo Income",Amazon,0.0
Invest with Henry,UBER,Industrials,negative,0.8,2024-04-21 19:24:34+00:00,_IJZav7mvNk,"I Put $10,000 into NIO Stock",Uber,0.0
Invest with Henry,GS,Financials,positive,1.0,2024-04-18 23:37:59+00:00,4Y4rfffeZCQ,Credit Spread | ONLY RISK $50 (Beginners),Goldman Sachs,0.7
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-04-18 23:37:59+00:00,4Y4rfffeZCQ,Credit Spread | ONLY RISK $50 (Beginners),Amazon,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-04-18 23:37:59+00:00,4Y4rfffeZCQ,Credit Spread | ONLY RISK $50 (Beginners),Nvidia,0.8
Invest with Henry,GS,Financials,negative,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,Goldman Sachs,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,Amazon,0.8
Invest with Henry,SBUX,Consumer Discretionary,negative,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,Starbucks,0.0
Invest with Henry,WMT,Consumer Staples,negative,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,Walmart,0.0
Invest with Henry,PYPL,Financials,negative,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,PayPal,-0.7
Invest with Henry,NVDA,Information Technology,negative,0.95,2024-04-15 12:30:40+00:00,x3yIocSj-x4,WOW! Day Trade QQQ Last 15 Minute Sell Put 0 DTE EXAMPLE,Nvidia,-0.2
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-04-07 23:45:20+00:00,TinlncglF_c,Options Dollar Cost Averaging,Microsoft,0.8
Invest with Henry,NVDA,Information Technology,positive,0.9,2024-04-04 18:31:53+00:00,R2zayWTM0YM,Catching trends,Nvidia,0.7
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-04-03 18:00:33+00:00,tUDXT6-G4uA,Selling Options For Passive Monthly Income (Easy Way!),Starbucks,0.0
Invest with Henry,WMT,Consumer Staples,negative,1.0,2024-04-03 18:00:33+00:00,tUDXT6-G4uA,Selling Options For Passive Monthly Income (Easy Way!),Walmart,0.0
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-04-03 18:00:33+00:00,tUDXT6-G4uA,Selling Options For Passive Monthly Income (Easy Way!),Amazon,0.0
Invest with Henry,GS,Financials,negative,1.0,2024-04-03 18:00:33+00:00,tUDXT6-G4uA,Selling Options For Passive Monthly Income (Easy Way!),Goldman Sachs,0.0
Invest with Henry,KHC,Consumer Staples,positive,0.9,2024-04-03 18:00:33+00:00,tUDXT6-G4uA,Selling Options For Passive Monthly Income (Easy Way!),Kraft Heinz,0.2
Invest with Henry,GS,Financials,negative,1.0,2024-03-29 16:52:59+00:00,X9ibF2v1RKA,Options vs. Stocks: Which is Safer? (Risk Management Explained),Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-03-29 16:52:59+00:00,X9ibF2v1RKA,Options vs. Stocks: Which is Safer? (Risk Management Explained),Nvidia,0.8
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-03-29 16:52:59+00:00,X9ibF2v1RKA,Options vs. Stocks: Which is Safer? (Risk Management Explained),Starbucks,0.0
Invest with Henry,GS,Financials,negative,0.9,2024-03-26 19:35:29+00:00,UG5x8uP-j_4,BROKE? - $50 Option Trading Strategy,Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,positive,0.95,2024-03-26 19:35:29+00:00,UG5x8uP-j_4,BROKE? - $50 Option Trading Strategy,Nvidia,0.9
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-03-22 18:18:41+00:00,KIJ9nmub0JE,Back At $2 MILLION Trading Account Update,Starbucks,0.7
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-03-22 18:18:41+00:00,KIJ9nmub0JE,Back At $2 MILLION Trading Account Update,Walmart,0.7
Invest with Henry,AMZN,Consumer Discretionary,negative,1.0,2024-03-22 18:18:41+00:00,KIJ9nmub0JE,Back At $2 MILLION Trading Account Update,Amazon,0.0
Invest with Henry,TTWO,Communication Services,positive,0.9,2024-03-22 18:18:41+00:00,KIJ9nmub0JE,Back At $2 MILLION Trading Account Update,Take-Two Interactive,0.6
Invest with Henry,COIN,Financials,positive,0.9,2024-03-22 18:18:41+00:00,KIJ9nmub0JE,Back At $2 MILLION Trading Account Update,Coinbase,0.9
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-03-16 19:12:26+00:00,JsyuKB3kBBs,Top 4 Call Options I'm Buying Now (Easy Money),Nvidia,1.0
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-03-07 20:03:58+00:00,rIA5tof5VKU,PLTR READY TO ROCKET 🚀,Nvidia,-0.2
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-03-07 20:03:58+00:00,rIA5tof5VKU,PLTR READY TO ROCKET 🚀,Amazon,0.9
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-03-07 20:03:58+00:00,rIA5tof5VKU,PLTR READY TO ROCKET 🚀,Walmart,0.7
Invest with Henry,GS,Financials,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Goldman Sachs,0.2
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Amazon,0.7
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Nvidia,0.5
Invest with Henry,ABNB,Consumer Discretionary,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Airbnb,0.9
Invest with Henry,UBER,Industrials,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Uber,0.9
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-02-24 17:30:08+00:00,oXK3vriAlz4,Ex-Goldman Sachs Explains How The Stock Market Really Works,Microsoft,0.8
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-02-20 22:52:10+00:00,nUp0zcPhLkY,New $4K a Month Trader (Interviewing my Student),Nvidia,0.7
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-02-20 22:52:10+00:00,nUp0zcPhLkY,New $4K a Month Trader (Interviewing my Student),Starbucks,0.9
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-02-15 17:49:59+00:00,xmQ8FzdEhuU,Real Estate vs Stock Market in 2024 - Which is the better Investment Option?,Nvidia,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-02-15 17:49:59+00:00,xmQ8FzdEhuU,Real Estate vs Stock Market in 2024 - Which is the better Investment Option?,Amazon,1.0
Invest with Henry,SBUX,Consumer Discretionary,negative,1.0,2024-02-15 17:49:59+00:00,xmQ8FzdEhuU,Real Estate vs Stock Market in 2024 - Which is the better Investment Option?,Starbucks,0.0
Invest with Henry,WMT,Consumer Staples,negative,1.0,2024-02-15 17:49:59+00:00,xmQ8FzdEhuU,Real Estate vs Stock Market in 2024 - Which is the better Investment Option?,Walmart,0.0
Invest with Henry,MSFT,Information Technology,negative,1.0,2024-02-15 17:49:59+00:00,xmQ8FzdEhuU,Real Estate vs Stock Market in 2024 - Which is the better Investment Option?,Microsoft,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Amazon,0.8
Invest with Henry,MCD,Consumer Discretionary,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),McDonald's,0.9
Invest with Henry,NVDA,Information Technology,negative,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Nvidia,-0.9
Invest with Henry,MSFT,Information Technology,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Microsoft,0.7
Invest with Henry,WMT,Consumer Staples,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Walmart,0.7
Invest with Henry,KHC,Consumer Staples,positive,0.9,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Kraft Heinz,0.6
Invest with Henry,BAC,Financials,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),Bank of America,0.8
Invest with Henry,JPM,Financials,positive,0.95,2024-02-12 18:41:43+00:00,Enx_5I_MHJw,The Best Stocks to Buy RIGHT NOW (February 2024),JPMorgan Chase,0.5
Invest with Henry,NVDA,Information Technology,positive,0.9,2024-02-08 15:00:39+00:00,bPfQ44kVQDk,I Told You… Now it’s going to be wild,Nvidia,0.1
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-02-08 15:00:39+00:00,bPfQ44kVQDk,I Told You… Now it’s going to be wild,Amazon,0.2
Invest with Henry,UBER,Industrials,positive,0.9,2024-02-08 15:00:39+00:00,bPfQ44kVQDk,I Told You… Now it’s going to be wild,Uber,0.5
Invest with Henry,ABNB,Consumer Discretionary,positive,0.9,2024-02-08 15:00:39+00:00,bPfQ44kVQDk,I Told You… Now it’s going to be wild,Airbnb,0.5
Invest with Henry,CRM,Information Technology,negative,0.9,2024-02-08 15:00:39+00:00,bPfQ44kVQDk,I Told You… Now it’s going to be wild,Salesforce,-0.1
